Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
10186,0.4,Ideal,D,VS2,62.1,53.0,4.77,4.8,2.97,890
14559,0.51,Ideal,G,VS1,61.9,56.0,5.14,5.1,3.17,1781
3196,1.54,Premium,G,SI2,61.6,58.0,7.45,7.3,4.57,7287
11802,2.01,Premium,I,SI2,62.6,56.0,8.1,8.0,5.04,13833
6750,0.53,Ideal,H,VS1,61.6,55.0,5.2,5.22,3.21,1678
18659,0.39,Very Good,F,SI1,60.0,55.0,4.76,4.79,2.86,661
11550,2.01,Premium,J,VS2,58.6,61.0,8.18,8.14,4.78,10401
13631,0.82,Very Good,J,SI1,,57.0,5.88,5.94,3.72,2313
855,1.79,Ideal,J,VS2,61.8,56.0,7.74,7.85,4.82,10658
23975,0.37,Premium,D,VS2,61.0,59.0,4.63,4.59,2.81,1124
1660,1.02,Very Good,F,SI2,63.0,58.0,6.37,6.43,4.03,4319
3001,0.5,Ideal,F,VS2,62.7,57.0,5.08,5.1,3.19,1436
962,1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,11133
18730,0.71,Very Good,I,VS2,61.4,56.0,5.73,5.79,3.53,2219
6992,0.7,Premium,G,SI1,61.4,60.0,5.69,5.74,3.51,2394
14898,0.33,Very Good,F,VS2,63.2,56.0,4.41,4.39,2.78,854
3045,0.3,Premium,D,VS2,62.9,59.0,4.27,4.22,2.67,911
21080,1.06,Ideal,F,VS2,61.0,57.0,6.57,6.6,4.02,7075
21218,0.91,Very Good,D,VS1,62.5,56.0,6.14,6.18,3.85,5597
21464,1.23,Very Good,H,VS1,61.3,53.0,6.93,6.98,4.26,7276
14430,1.53,Premium,H,VVS2,60.4,60.0,7.46,7.41,4.49,12092
22299,1.12,Ideal,E,SI2,60.5,55.0,6.73,6.79,4.09,5000
2718,0.4,Ideal,E,SI1,61.2,57.0,4.7,4.74,2.89,737
23368,1.01,Very Good,H,SI1,63.4,58.0,6.38,6.34,4.03,4642
20495,0.38,Premium,G,SI1,59.5,62.0,4.71,4.67,2.79,855
17213,0.31,Ideal,G,VVS2,62.7,57.0,4.31,4.33,2.71,707
25102,1.13,Premium,G,VVS1,59.3,59.0,6.87,6.79,4.05,8868
22931,1.01,Premium,F,VVS2,62.1,52.0,6.5,6.45,4.02,9013
1701,0.91,Premium,F,SI1,62.6,56.0,6.18,6.13,3.85,3618
16356,0.79,Premium,I,SI1,61.8,60.0,5.96,5.92,3.67,2317
3614,0.31,Ideal,G,IF,62.1,54.0,4.38,4.41,2.73,891
21715,0.52,Ideal,H,SI2,61.0,55.0,5.19,5.23,3.18,1054
14077,0.37,Premium,E,SI1,59.9,59.0,4.7,4.68,2.81,833
21352,0.91,Premium,E,SI1,61.9,61.0,6.14,6.11,3.79,3961
2591,2.0,Very Good,G,SI1,63.5,56.0,7.9,7.97,5.04,18818
17026,0.3,Premium,D,SI2,61.4,59.0,4.31,4.26,2.63,574
7901,2.0,Ideal,G,SI2,62.2,57.0,8.13,8.0,5.02,11988
23995,0.35,Ideal,G,SI1,60.6,56.0,4.56,4.58,2.77,555
5250,0.76,Premium,F,SI1,62.7,58.0,5.83,5.78,3.64,2631
22569,0.93,Premium,E,SI1,61.4,57.0,6.34,6.23,3.86,4229
14386,0.72,Very Good,G,VVS2,60.4,58.0,5.77,5.82,3.5,3043
26735,1.01,Ideal,E,SI1,61.6,59.0,6.43,6.4,3.95,5590
7580,1.5,Ideal,G,SI1,61.0,57.0,7.38,7.41,4.51,12009
16131,0.77,Premium,I,SI1,60.4,58.0,5.96,5.99,3.61,2089
13918,0.37,Premium,F,SI1,60.3,58.0,4.66,4.62,2.8,791
4022,0.31,Very Good,J,SI1,62.7,59.0,4.29,4.32,2.7,363
19419,0.3,Good,H,VVS1,63.4,55.0,4.28,4.3,2.72,684
692,0.52,Ideal,D,VS1,61.3,56.0,5.21,5.22,3.2,2550
24588,0.92,Good,E,SI1,63.2,58.0,6.16,6.18,3.9,4258
9495,0.36,Ideal,H,SI1,,57.0,4.6,4.57,2.82,648
936,1.51,Ideal,I,VS2,62.6,56.0,7.27,7.32,4.57,9069
19963,0.3,Ideal,D,VS2,61.4,54.0,4.34,4.39,2.68,670
2222,0.31,Very Good,G,VS2,60.9,57.0,4.37,4.39,2.67,559
25822,0.23,Good,E,VS1,64.3,59.0,3.84,3.87,2.48,373
22098,2.55,Good,H,SI2,63.7,59.0,8.66,8.57,5.49,14775
5684,1.18,Very Good,G,SI1,60.8,58.0,6.81,6.85,4.15,6286
24776,0.76,Ideal,H,SI1,61.3,55.0,5.87,5.93,3.62,3050
12155,0.3,Ideal,G,VS2,61.6,58.0,4.27,4.3,2.64,545
21505,0.23,Very Good,F,VVS2,62.0,58.0,3.89,3.92,2.42,530
1171,1.06,Ideal,F,SI1,61.7,55.1,6.56,6.58,4.06,6249
356,0.6,Premium,D,SI1,62.9,58.0,5.39,5.33,3.37,1799
8160,0.51,Premium,E,VVS2,59.3,59.0,5.25,5.17,3.09,2419
10732,0.54,Premium,G,SI1,60.3,57.0,5.4,5.24,3.21,1389
9511,1.61,Very Good,E,SI2,63.0,59.9,7.42,7.45,4.68,10891
22397,1.02,Ideal,E,SI1,62.2,57.0,6.41,6.45,4.0,5553
22047,1.26,Good,J,VS2,63.2,57.3,6.81,6.86,4.32,5211
14143,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,16575
17685,0.77,Very Good,J,SI1,61.0,59.0,5.94,5.99,3.64,2086
7671,0.7,Ideal,H,VS1,62.0,59.0,5.68,5.71,3.53,2648
3410,0.5,Ideal,H,SI2,62.9,57.0,5.04,5.01,3.16,958
20294,1.24,Very Good,I,VS1,61.4,63.0,6.89,6.88,4.23,5444
6269,0.35,Very Good,H,VS2,61.8,56.0,4.54,4.58,2.82,552
8735,0.72,Ideal,F,VVS2,60.9,56.0,5.83,5.77,3.53,3780
2795,1.1,Premium,I,SI2,59.7,62.0,6.8,6.64,4.01,3604
25378,0.7,Ideal,G,VS2,61.6,56.0,5.7,5.73,3.52,3451
9955,0.36,Premium,D,VS2,59.1,58.0,4.68,4.63,2.75,1094
23180,0.3,Ideal,I,VS2,61.4,58.0,4.29,4.31,2.64,438
20663,1.5,Ideal,F,VS2,61.4,55.0,7.35,7.44,4.54,14242
6969,0.33,Ideal,E,VVS1,60.2,57.0,4.47,4.5,2.7,984
16242,1.22,Ideal,H,VS2,61.9,55.0,6.88,6.83,4.24,4914
4900,0.91,Good,G,VS1,64.1,60.0,6.11,6.06,3.9,4744
17519,0.33,Premium,E,VVS1,60.1,58.0,4.47,4.51,2.7,984
2587,0.55,Ideal,F,VS1,61.9,56.0,5.25,5.29,3.26,1881
557,0.35,Ideal,E,SI2,61.4,56.0,4.55,4.51,2.78,630
9672,1.24,Very Good,E,VS1,62.0,58.0,6.9,6.96,4.3,10185
3315,1.03,Ideal,G,SI1,61.6,57.0,6.53,6.46,4.0,4900
2068,1.02,Very Good,G,SI2,62.9,59.0,6.38,6.4,4.02,4291
2869,0.7,Ideal,E,VS2,62.1,54.0,5.69,5.72,3.54,2839
13246,0.83,Premium,D,SI1,62.2,60.0,6.01,5.98,3.73,3347
17987,0.3,Ideal,D,SI1,61.4,56.0,4.32,4.35,2.66,552
7017,1.02,Good,D,SI2,63.8,59.0,6.43,6.33,4.07,3909
512,0.3,Premium,G,SI1,62.6,57.0,4.34,4.25,2.69,574
8483,0.3,Good,J,VS1,63.4,57.0,4.23,4.26,2.69,394
1109,1.01,Premium,G,VS1,62.6,59.0,6.38,6.46,4.02,6499
7667,0.32,Premium,G,IF,61.8,55.0,4.45,4.39,2.73,1020
18584,1.0,Premium,H,VS2,59.6,59.0,6.54,6.47,3.88,5069
14984,0.31,Ideal,H,VS2,62.2,55.0,4.35,4.39,2.72,489
24157,1.01,Fair,E,VS2,66.6,55.0,6.27,6.2,4.15,4525
2456,0.58,Ideal,H,IF,61.6,57.0,5.34,5.37,3.3,2211
17826,1.51,Premium,E,SI1,58.3,59.0,7.52,7.47,4.37,12644
24330,0.31,Ideal,E,IF,61.9,56.0,4.37,4.35,2.7,1133
25187,0.66,Ideal,H,VS2,61.4,56.0,5.62,5.65,3.46,2178
19623,0.47,Very Good,F,VVS2,62.1,56.0,4.96,4.99,3.09,1616
5886,0.7,Very Good,E,SI2,62.6,55.0,5.62,5.69,3.54,2263
15737,1.0,Premium,F,SI1,62.3,59.0,6.43,6.37,3.99,5292
14113,1.21,Premium,D,SI2,60.9,58.0,6.89,6.83,4.18,6031
10183,1.54,Premium,F,SI2,62.0,56.0,7.51,7.4,4.62,7486
6157,0.91,Ideal,E,SI2,61.5,56.0,6.2,6.23,3.82,3968
8713,0.71,Premium,I,SI2,60.3,58.0,5.72,5.78,3.47,1821
17570,1.01,Premium,I,SI1,61.6,58.0,6.45,6.51,3.99,3944
8599,1.02,Good,H,SI2,61.4,60.0,6.44,6.49,3.97,4521
23747,0.58,Very Good,F,VS2,60.7,63.0,5.39,5.36,3.26,1914
6914,1.75,Very Good,I,SI2,61.2,57.0,7.71,7.76,4.73,10098
24413,0.32,Premium,H,VS2,61.7,59.0,4.35,4.4,2.7,505
328,0.34,Premium,G,VS2,60.3,58.0,4.49,4.53,2.72,596
25768,1.01,Ideal,G,SI1,63.0,57.0,6.37,6.4,4.02,5555
17977,0.7,Ideal,E,VS2,62.2,55.0,5.67,5.71,3.54,2981
9634,1.12,Ideal,G,VS1,61.0,56.0,6.76,6.72,4.11,7632
18373,0.56,Ideal,G,IF,62.0,54.0,5.3,5.32,3.29,2321
16191,0.71,Very Good,I,VVS2,60.6,56.0,5.82,5.77,3.51,2586
17964,0.32,Ideal,E,VVS1,61.2,55.0,4.41,4.42,2.7,892
8849,0.3,Ideal,F,IF,60.8,56.0,4.35,4.36,2.65,892
15032,0.72,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,2843
14719,0.3,Ideal,E,VS2,62.0,57.0,4.26,4.29,2.65,603
4248,0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,2634
15577,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,6418
9602,0.73,Very Good,E,SI1,63.2,58.0,5.71,5.74,3.62,2679
20329,0.93,Premium,G,SI2,61.4,56.0,6.27,6.23,3.84,3019
8860,1.2,Ideal,D,SI1,61.8,58.0,6.76,6.83,4.2,7508
23403,1.59,Premium,H,SI2,62.6,59.0,7.42,7.4,4.64,9385
22700,0.55,Ideal,J,VS2,61.7,54.0,5.34,5.29,3.28,1260
23479,0.31,Premium,D,VS1,59.6,58.0,4.38,4.41,2.62,683
2424,0.34,Ideal,F,SI1,63.0,54.0,4.5,4.48,2.83,727
8864,0.94,Premium,H,VS2,60.1,59.0,6.35,6.32,3.81,4548
3268,1.0,Good,F,VS2,63.2,59.0,6.3,6.35,4.0,6183
11341,1.26,Premium,I,VS2,,58.0,6.88,6.94,4.31,6023
7251,1.01,Ideal,F,SI1,62.3,58.0,6.35,6.42,3.98,5646
18546,1.26,Premium,J,VS2,62.5,58.0,6.9,6.92,4.32,5015
5655,1.5,Premium,E,VS2,61.8,59.0,7.31,7.38,4.54,14790
22531,1.59,Ideal,E,SI2,62.3,55.0,7.48,7.52,4.67,11149
4979,0.33,Ideal,D,VS2,62.1,54.0,4.46,4.43,2.76,1002
457,1.01,Premium,G,SI1,61.5,59.0,6.48,6.43,3.97,5006
24447,0.32,Ideal,H,IF,61.1,56.0,4.45,4.48,2.73,814
4887,0.3,Ideal,E,VVS2,62.1,57.0,4.27,4.3,2.66,766
17522,0.31,Ideal,E,VVS1,61.1,56.0,4.38,4.42,2.69,865
12588,0.38,Very Good,G,VS2,62.5,56.0,4.59,4.63,2.88,775
8405,0.3,Very Good,D,VS2,62.9,59.0,4.22,4.27,2.67,710
23496,1.1,Ideal,H,VS1,61.7,56.0,6.61,6.65,4.09,6630
24441,0.53,Ideal,F,VS1,62.2,55.0,5.17,5.22,3.23,1812
7611,0.9,Very Good,E,SI1,61.6,57.0,6.19,6.25,3.83,4463
11050,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,579
9101,0.4,Good,D,SI1,60.3,61.0,4.74,4.78,2.87,667
8030,1.11,Very Good,H,SI2,63.4,55.0,6.54,6.51,4.14,4028
24499,0.5,Ideal,H,SI1,62.1,58.0,5.04,5.07,3.14,1140
6075,1.21,Ideal,G,VS1,61.8,55.0,6.81,6.87,4.23,8864
11671,0.3,Ideal,H,SI1,62.1,56.0,4.29,4.31,2.67,450
23864,1.02,Very Good,I,VS2,,59.0,6.57,6.62,3.91,4762
25298,0.9,Good,G,SI2,63.7,62.0,6.01,6.07,3.85,3067
5675,2.0,Very Good,D,SI2,60.0,56.0,8.16,8.23,4.92,17953
15806,0.5,Premium,G,VVS2,60.5,62.0,5.14,5.07,3.09,1806
12934,0.36,Very Good,G,SI2,61.9,56.0,4.55,4.59,2.83,473
17636,0.95,Very Good,J,SI1,,55.0,6.25,6.21,3.95,3154
26254,1.14,Ideal,H,VS2,61.6,56.0,6.68,6.72,4.13,5831
9421,0.74,Premium,D,SI2,61.8,59.0,5.85,5.83,3.61,2291
9009,0.74,Premium,D,VS1,62.7,56.0,5.8,5.77,3.63,3365
8106,1.2,Premium,G,VS1,62.9,59.0,6.75,6.69,4.23,5975
9381,0.32,Premium,G,VVS2,61.7,59.0,4.41,4.37,2.71,936
12580,0.24,Very Good,F,VVS2,62.0,58.0,3.95,3.98,2.46,552
327,1.11,Premium,E,SI2,62.5,58.0,6.63,6.61,4.14,4664
20903,0.3,Ideal,F,VS1,61.5,55.0,4.31,4.34,2.66,612
22515,0.5,Very Good,G,VVS2,61.3,57.0,5.12,5.15,3.15,1729
18801,0.5,Very Good,F,VVS2,63.0,57.0,5.01,5.05,3.17,2052
7065,1.23,Ideal,H,VS2,62.2,55.0,6.81,6.85,4.25,7130
17209,0.41,Ideal,F,IF,62.2,54.0,4.76,4.79,2.97,1151
26608,1.13,Very Good,F,VVS2,59.6,59.0,6.82,6.87,4.08,9539
13222,0.3,Ideal,H,VVS1,62.3,57.0,4.25,4.28,2.65,650
1677,1.2,Good,D,SI1,63.5,55.0,6.7,6.78,4.28,5913
13539,0.5,Premium,D,VS2,62.2,60.0,5.15,5.05,3.17,1431
16713,1.0,Fair,G,SI2,70.2,58.0,6.0,5.73,4.13,2326
14552,0.83,Ideal,H,SI2,61.1,59.0,6.05,6.1,3.71,2666
11892,1.71,Ideal,G,VS1,61.4,57.0,7.72,7.65,4.72,17204
16430,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,1056
3413,2.01,Ideal,H,SI1,62.8,54.0,8.03,8.08,5.05,18186
19533,0.32,Premium,E,VS2,60.5,58.0,4.44,4.48,2.7,702
10652,0.31,Premium,G,VS1,62.1,58.0,4.31,4.36,2.69,625
3613,1.12,Ideal,G,VS1,61.1,56.0,6.7,6.73,4.1,8080
7286,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,8803
25776,0.54,Ideal,H,VVS1,61.2,57.0,5.25,5.21,3.2,1814
13416,0.33,Ideal,E,IF,62.1,55.0,4.43,4.46,2.76,1289
25587,1.04,Ideal,H,SI2,61.8,55.0,6.54,6.5,4.03,4368
96,0.33,Ideal,E,VS1,60.9,57.0,4.47,4.5,2.73,850
16399,1.51,Premium,F,VS2,63.0,56.0,7.3,7.26,4.59,13248
11270,0.9,Very Good,G,SI1,63.3,56.0,6.08,6.11,3.86,3752
11001,0.33,Ideal,G,IF,62.1,56.0,4.41,4.44,2.75,984
3277,1.12,Ideal,G,SI2,62.2,55.0,6.68,6.64,4.14,4955
13921,1.23,Ideal,G,VS2,62.4,57.0,6.83,6.88,4.28,8085
3402,0.7,Premium,E,VVS2,60.6,60.0,5.74,5.72,3.47,3377
6552,0.71,Ideal,F,VS1,61.3,56.0,5.69,5.75,3.51,3710
13007,0.34,Ideal,H,VS1,62.4,55.0,4.48,4.5,2.8,615
20976,1.11,Ideal,E,SI2,61.2,57.0,6.7,6.74,4.11,4969
6636,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,2898
17346,0.3,Ideal,E,VVS2,60.8,57.0,4.33,4.35,2.64,742
21191,0.36,Ideal,H,VS2,61.4,57.0,4.59,4.63,2.83,587
1438,0.7,Premium,G,VS2,62.2,61.0,5.59,5.54,3.46,2657
1734,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,3676
20954,0.35,Ideal,D,VS2,61.3,56.0,4.56,4.54,2.79,1063
19447,0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,648
22061,0.36,Premium,D,SI2,61.5,60.0,4.6,4.54,2.81,689
6188,0.33,Very Good,F,SI1,61.2,58.1,4.48,4.51,2.75,544
7570,0.41,Ideal,H,VS2,61.5,55.0,4.78,4.81,2.95,743
17028,0.43,Very Good,G,VS2,61.0,56.0,4.87,4.89,2.98,844
4273,0.9,Very Good,G,VS2,61.0,60.0,6.21,6.24,3.8,4210
26413,0.52,Premium,D,SI1,60.7,58.0,5.23,5.18,3.16,1376
4552,1.32,Premium,G,SI1,62.1,59.0,7.03,6.99,4.35,6542
18361,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,4523
7565,0.72,Premium,D,VS1,62.7,56.0,5.76,5.69,3.59,3601
23292,0.61,Ideal,D,VVS2,62.4,58.0,5.38,5.42,3.37,3036
19825,1.0,Ideal,I,SI1,61.4,56.0,6.45,6.39,3.94,4200
24483,1.04,Ideal,G,VS2,62.5,57.0,6.49,6.46,4.05,6709
8523,0.5,Premium,F,VVS2,,56.0,5.15,5.11,3.17,2160
16043,2.05,Good,G,I1,56.9,58.0,8.46,8.3,4.77,7026
4142,0.82,Very Good,J,SI2,62.0,58.0,5.93,5.98,3.69,2175
20632,1.2,Good,I,SI1,63.5,60.7,6.71,6.75,4.27,5280
4839,0.51,Good,G,VVS1,63.2,58.0,5.08,5.11,3.22,1872
20308,1.5,Good,E,SI1,58.5,59.0,7.45,7.49,4.37,11554
19913,1.28,Premium,H,SI2,61.9,56.0,7.02,6.94,4.32,5949
7861,1.03,Ideal,F,SI1,62.8,56.0,6.38,6.46,4.03,5356
4689,0.7,Premium,E,VS1,62.2,58.0,5.6,5.66,3.5,2800
8244,1.51,Ideal,F,SI1,62.4,56.0,7.34,7.4,4.6,11950
16572,0.5,Premium,D,VVS1,61.5,58.0,5.12,5.06,3.13,2525
24138,1.04,Very Good,G,SI2,60.9,58.0,6.52,6.58,3.99,4200
7783,1.75,Ideal,I,VVS2,62.1,56.0,7.72,7.69,4.79,14394
16371,0.75,Premium,E,VS2,62.1,57.0,5.9,5.79,3.63,3024
8883,0.3,Very Good,E,VS2,62.9,58.0,4.27,4.31,2.7,544
14150,0.3,Good,F,VS2,63.1,55.0,4.24,4.29,2.69,484
7561,0.38,Ideal,G,VVS2,61.3,56.4,4.67,4.71,2.88,929
6256,1.9,Ideal,I,SI2,60.9,55.0,8.0,8.06,4.89,12165
22868,0.4,Very Good,E,VVS2,62.4,58.0,4.7,4.76,2.95,1017
16188,0.7,Very Good,F,VVS2,61.3,59.0,5.69,5.73,3.5,3974
8407,2.09,Very Good,H,SI2,60.1,63.0,8.21,8.16,4.92,12295
5056,0.91,Ideal,E,SI2,62.6,57.0,6.13,6.18,3.85,3772
10709,1.0,Premium,E,SI2,61.0,59.0,6.4,6.33,3.89,3752
25015,0.51,Good,E,SI2,63.3,56.0,5.08,5.12,3.23,1130
6401,0.77,Ideal,D,SI2,62.1,56.0,5.83,5.89,3.64,2896
25128,0.42,Ideal,D,VVS2,62.5,57.0,4.77,4.8,2.99,1326
22162,0.33,Premium,J,VS1,61.5,61.0,4.46,4.39,2.72,557
19600,1.32,Good,E,SI1,63.7,56.0,6.96,6.88,4.41,6830
21263,0.32,Ideal,F,VS2,61.3,57.0,4.4,4.37,2.69,828
22776,0.74,Ideal,D,VS2,61.9,56.0,5.84,5.79,3.6,3087
21447,0.48,Premium,E,VS2,62.5,61.0,5.01,4.97,3.12,1323
19434,1.06,Premium,I,SI2,58.4,58.0,6.7,6.65,3.9,4007
14290,0.91,Premium,F,SI2,61.0,51.0,6.24,6.21,3.8,3546
21918,0.46,Ideal,D,VS1,61.6,57.0,4.95,4.98,3.06,1637
576,0.36,Premium,I,IF,59.9,59.0,4.58,4.63,2.76,758
4928,0.75,Premium,E,SI1,62.8,56.0,5.78,5.75,3.62,2698
1486,1.52,Good,E,VS1,64.0,55.0,7.27,7.19,4.63,15792
12649,0.3,Ideal,G,VS1,61.5,57.0,4.31,4.34,2.66,605
26365,0.75,Very Good,E,SI2,60.9,59.0,5.83,5.9,3.57,2383
17878,1.54,Very Good,G,SI1,61.3,59.0,7.38,7.41,4.53,10036
24674,0.7,Ideal,I,VVS2,62.5,54.0,5.69,5.74,3.57,2276
8948,0.31,Good,D,SI2,63.9,57.0,4.33,4.28,2.75,593
10885,0.53,Ideal,F,VS1,60.7,55.0,5.32,5.25,3.21,1697
10668,2.5,Premium,H,SI2,62.4,59.0,8.61,8.54,5.35,15934
13587,0.42,Premium,G,VS2,60.1,61.0,4.86,4.79,2.9,1087
22227,1.55,Ideal,I,VS1,61.9,55.0,7.46,7.43,4.61,11067
13381,1.73,Very Good,H,VS2,61.7,56.0,7.64,7.7,4.73,12998
8503,0.33,Ideal,G,VVS1,61.5,56.0,4.45,4.46,2.74,868
22723,0.41,Premium,D,SI1,60.5,60.0,4.77,4.81,2.9,791
4148,0.5,Premium,E,SI2,59.5,59.0,5.16,5.19,3.08,1154
14141,0.28,Very Good,D,VVS1,60.4,59.0,4.23,4.25,2.56,642
2650,0.28,Premium,E,VVS1,61.3,60.0,4.18,4.21,2.57,646
13235,1.01,Premium,G,SI1,62.3,60.0,6.31,6.25,3.91,4395
16271,1.21,Very Good,J,VS2,,58.0,6.79,6.83,4.25,4191
14006,2.0,Premium,I,VS2,60.7,60.0,8.02,8.07,4.88,16544
607,0.53,Ideal,G,VVS2,60.4,56.0,5.24,5.29,3.18,1948
16749,0.75,Very Good,E,SI1,61.5,58.0,5.82,5.86,3.59,2923
24585,1.51,Ideal,I,VS2,62.6,56.0,7.32,7.27,4.57,9234
12959,0.51,Premium,G,VS1,62.0,52.0,5.37,5.05,3.23,1781
8451,0.3,Very Good,H,VS1,60.4,61.0,4.3,4.34,2.61,526
12609,0.77,Premium,G,SI1,61.6,59.0,5.9,5.85,3.62,2657
15361,1.03,Ideal,F,IF,61.3,56.0,6.53,6.55,4.01,11365
26135,0.73,Very Good,H,VVS1,60.4,59.0,5.83,5.89,3.54,2772
22449,0.35,Premium,E,VVS1,60.7,59.0,4.55,4.58,2.77,1044
7097,0.56,Ideal,G,VS2,60.6,57.0,5.36,5.33,3.24,1698
20216,0.9,Premium,G,SI2,62.4,55.0,6.17,6.13,3.84,3478
22627,0.52,Ideal,G,SI2,61.5,56.0,5.15,5.19,3.18,1170
23175,2.1,Ideal,H,SI2,63.1,55.0,8.17,8.13,5.14,18462
7437,0.3,Very Good,E,SI1,63.2,56.0,4.3,4.27,2.71,675
12927,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,2123
9736,1.01,Good,F,SI2,64.0,56.0,6.25,6.32,4.02,3768
23234,1.2,Ideal,G,VS1,,56.0,6.82,6.77,4.23,8596
25451,0.9,Very Good,E,VS2,61.3,58.0,6.16,6.23,3.8,5887
6945,1.0,Premium,G,VVS2,62.5,60.0,6.43,6.34,3.99,6702
22551,0.76,Very Good,F,SI1,62.9,57.0,5.79,5.81,3.65,2770
23736,0.9,Premium,H,VS2,60.0,59.0,6.23,6.16,3.72,3629
10923,0.32,Ideal,G,VVS1,61.4,55.0,4.44,4.42,2.72,1080
8044,0.51,Good,H,VS2,61.8,65.0,5.07,5.02,3.12,1128
13267,0.74,Very Good,G,SI2,63.8,56.0,5.7,5.74,3.65,2423
7443,0.32,Ideal,D,SI1,62.0,57.0,4.42,4.38,2.73,756
12328,0.85,Ideal,F,VS2,62.4,57.0,6.13,6.01,3.79,3641
17019,1.0,Ideal,G,VVS2,59.8,54.0,6.58,6.54,3.92,7885
22447,0.51,Ideal,J,SI2,62.1,56.0,5.1,5.14,3.18,885
14317,1.01,Premium,D,SI2,61.7,57.0,6.49,6.44,3.99,5006
6268,0.3,Ideal,F,VS1,61.9,55.1,4.31,4.34,2.68,652
5351,0.93,Premium,G,VS2,62.2,59.0,6.26,6.21,3.88,4750
10338,0.53,Ideal,G,VS1,61.3,57.0,5.18,5.22,3.19,1922
11325,0.7,Very Good,E,VS1,62.4,56.0,5.64,5.7,3.54,2854
13209,0.91,Ideal,I,SI2,61.6,57.0,6.24,6.23,3.84,2981
24045,1.0,Ideal,F,VVS2,61.9,57.0,6.47,6.42,3.99,9354
25631,0.31,Premium,E,VS2,62.6,58.0,4.29,4.33,2.7,680
4414,0.4,Premium,F,SI1,61.7,59.0,4.75,4.72,2.92,769
2122,0.71,Premium,F,SI1,62.7,58.0,5.74,5.68,3.58,2381
17941,1.22,Ideal,J,SI2,61.2,57.0,6.86,6.9,4.21,4676
15359,2.01,Very Good,I,VS1,64.4,56.0,7.84,7.9,5.07,16811
1017,0.3,Very Good,E,VS2,62.6,62.0,4.21,4.25,2.65,614
5386,1.61,Ideal,F,SI1,62.6,58.0,7.44,7.48,4.67,12085
3336,0.46,Ideal,E,SI1,62.0,54.0,4.97,4.99,3.09,905
2647,0.7,Very Good,J,SI1,61.1,60.0,5.66,5.7,3.47,1959
13239,0.7,Premium,H,SI1,62.0,58.0,5.65,5.71,3.52,2155
21147,1.11,Ideal,G,SI1,62.0,57.0,6.69,6.61,4.12,5127
1719,0.31,Ideal,D,VS2,62.2,54.0,4.34,4.31,2.69,942
4418,0.72,Ideal,E,VVS2,62.0,54.9,5.75,5.78,3.57,4094
21146,0.52,Premium,G,VS2,62.1,58.0,5.18,5.15,3.21,1577
19649,1.0,Good,F,SI1,63.6,58.0,6.27,6.31,4.0,4851
12911,0.62,Ideal,H,VS1,63.0,56.0,5.43,5.36,3.4,1808
7177,0.33,Premium,H,VS1,59.5,59.0,4.48,4.53,2.68,579
5078,1.24,Premium,F,SI2,61.4,58.0,6.94,6.9,4.25,5889
24547,0.38,Premium,G,VS1,61.9,58.0,4.66,4.62,2.87,1069
17940,0.53,Ideal,F,VVS2,61.6,55.0,5.21,5.24,3.22,2131
17930,1.0,Premium,F,VS2,61.9,59.0,6.38,6.34,3.94,5606
12500,2.09,Ideal,I,SI1,61.4,56.0,8.23,8.27,5.06,16704
23669,0.36,Ideal,E,VS2,61.7,55.0,4.57,4.63,2.84,789
24480,0.71,Ideal,E,VVS1,61.0,57.0,5.75,5.76,3.51,4860
7654,1.01,Premium,G,VS2,59.2,59.0,6.59,6.52,3.88,6108
17292,0.36,Ideal,F,VS1,60.8,56.0,4.61,4.64,2.81,803
4744,2.28,Ideal,G,SI2,61.6,57.0,8.44,8.37,5.18,13907
18113,0.54,Good,E,VVS1,60.3,61.0,5.3,5.32,3.2,2697
21314,1.01,Premium,G,VS1,59.9,59.0,6.51,6.48,3.89,6353
7892,0.91,Very Good,F,VS1,62.4,59.0,6.15,6.16,3.84,5302
23580,0.5,Ideal,H,SI1,62.2,57.0,5.07,5.09,3.16,1140
20708,0.32,Ideal,E,VS2,61.7,55.0,4.36,4.42,2.71,702
9444,0.23,Very Good,E,VVS1,62.2,59.0,3.92,3.96,2.45,465
22342,0.71,Ideal,D,SI2,61.3,57.0,5.71,5.78,3.52,2610
20005,0.7,Ideal,E,VVS2,62.8,56.0,5.68,5.6,3.54,3238
13098,0.34,Very Good,D,VS2,62.9,56.0,4.44,4.5,2.81,805
8605,0.71,Fair,F,SI1,57.0,62.0,5.84,5.87,3.34,2149
